TMTID(VTM),FSN,CHANGEDATE
957807,colecalciferol + nicotinamide + pyridoxine hydrochloride + retinol + riboflavin + thiamine hydrochloride (VTM),20150817
220868,colestyramine (VTM),20130627
982628,colestyramine + olive oil + sucralfate + zinc oxide (VTM),20160418
787017,colistimethate sodium (VTM),20140504
257184,colistin (VTM),20130805
711566,colonic lavage (VTM),20140118
223057,compound cardamom tincture (VTM),20131103
849540,compound cardamom tincture + compound rhubarb tincture + compound tinospora tincture + peppermint spirit + sodium bicarbonate (VTM),20140914
873433,compound cardamom tincture + compound rhubarb tincture + compound tinospora tincture + sodium bicarbonate (VTM),20141214
880610,compound cardamom tincture + ginger tincture + sodium bicarbonate (VTM),20150119
929319,compound cardamom tincture + mineral oil (VTM),20150404
985313,compound cardamom tincture + mineral oil + strong ginger tincture (VTM),20160605
933869,compound cardamom tincture + sodium bicarbonate (VTM),20150503
893913,compound cardamom tincture + sodium bicarbonate + strong ginger tincture (VTM),20150202
666806,compound cardamom tincture + strong capsicum tincture + strong ginger tincture (VTM),20131130
771062,compound gentian tincture + compound rhubarb tincture + ipecacuanha + peppermint spirit + sodium bicarbonate (VTM),20140407
929498,compound gentian tincture + potassium bromide (VTM),20150404
932178,compound gentian tincture + rhubarb tincture + sodium bicarbonate (VTM),20150418
663201,compound insulin zinc suspension (VTM),20131116
985234,compound rhubarb tincture + compound tinospora tincture + ipecacuanha + sodium bicarbonate (VTM),20160605
985494,compound rhubarb tincture + sodium bicarbonate + weak ginger tincture (VTM),20160605
682688,conjugated estrogens (VTM),20140104
1283522,copper + iodine + manganese + molybdenum + selenium + zinc (VTM),20230915
707898,copper sulfate (VTM),20140118
1042617,copper sulfate + cyanocobalamin + ferrous sulfate + folic acid + pyridoxine hydrochloride (VTM),20181115
680244,corifollitropin alfa (VTM),20140104
1179444,corn starch + white petrolatum + zinc oxide (VTM),20210226
1179353,corn strach + white petrolatum + zinc oxide (VTM),20210226
693519,corticorelin (VTM),20140118
1208027,covid-19 mrna vaccine (nucleoside modified) (VTM),20211110
710669,cream base (VTM),20140118
733053,creosote + geranium herb + phellodendron bark (VTM),20140202
1279496,crisaborole (VTM),20230805
653868,crizotinib (VTM),20131018
1321576,CRM 197 carrier protein + pneumococcal polysaccharide serotype 1 + pneumococcal polysaccharide serotype 10A + pneumococcal polysaccharide serotype 11A + pneumococcal polysaccharide serotype 12F + pneumococcal polysaccharide serotype 14 + pneumococcal polysaccharide serotype 15B + pneumococcal polysaccharide serotype 18C + pneumococcal polysaccharide serotype 19A + pneumococcal polysaccharide serotype 19F + pneumococcal polysaccharide serotype 22F + pneumococcal polysaccharide serotype 23F + pneumococcal polysaccharide serotype 3 + pneumococcal polysaccharide serotype 33F + pneumococcal polysaccharide serotype 4 + pneumococcal polysaccharide serotype 5 + pneumococcal polysaccharide serotype 6A + pneumococcal polysaccharide serotype 6B + pneumococcal polysaccharide serotype 7F + pneumococcal polysaccharide serotype 8 + pneumococcal polysaccharide serotype 9V (VTM),20250118
1279145,CRM197 carrier protein + pneumococcal polysaccharide serotype 1 + pneumococcal polysaccharide serotype 14 + pneumococcal polysaccharide serotype 18C + pneumococcal polysaccharide serotype 19A + pneumococcal polysaccharide serotype 19F + pneumococcal polysaccharide serotype 22F + pneumococcal polysaccharide serotype 23F + pneumococcal polysaccharide serotype 3 + pneumococcal polysaccharide serotype 33F + pneumococcal polysaccharide serotype 4 + pneumococcal polysaccharide serotype 5 + pneumococcal polysaccharide serotype 6A + pneumococcal polysaccharide serotype 6B + pneumococcal polysaccharide serotype 7F + pneumococcal polysaccharide serotype 9V (VTM),20230805
1280944,CRM197 carrier protein + pneumococcal polysaccharide serotype 1 + pneumococcal polysaccharide serotype 14 + pneumococcal polysaccharide serotype 19A + pneumococcal polysaccharide serotype 19F + pneumococcal polysaccharide serotype 23F + pneumococcal polysaccharide serotype 5 + pneumococcal polysaccharide serotype 6A + pneumococcal polysaccharide serotype 6B + pneumococcal polysaccharide serotype 7F + pneumococcal polysaccharide serotype 9V (VTM),20230819
1001978,cromoglicic acid (VTM),20170114
687407,cromoglicic acid + sodium cromoglicate (VTM),20140104
804660,cross linked sodium hyaluronate (VTM),20140602
825781,cross-linked hyaluronic acid (VTM),20140721
825706,cross-linked hyaluronic acid + lidocaine hydrochloride (VTM),20140721
915076,cross-linked polyacrylate polymer + hyetellose (VTM),20150314
505079,crotamiton + hydrocortisone (VTM),20130830
772023,crude coal tar (VTM),20140407
1112090,curcuminoids (VTM),20190504
256519,cyanocobalamin (VTM),20130805
220604,cyanocobalamin + dexamethasone + indometacin + pyridoxine + thiamine (VTM),20130627
1205644,cyanocobalamin + dexpanthenol + niacinamide + pyridoxine hydrochloride + thiamine hydrochloride (VTM),20211029
966307,cyanocobalamin + dextrose + nicotinamide + pyridoxine hydrochloride + riboflavin + sodium chloride + thiamine hydrochloride (VTM),20151222
755129,cyanocobalamin + essential phospholipids + nicotinamide + pyridoxine + riboflavin + thiamine + vitamin E (VTM),20140407
825159,cyanocobalamin + ferric ammonium citrate + nicotinamide + pyridoxine + riboflavin + thiamine (VTM),20140721
695874,cyanocobalamin + ferrous fumarate (VTM),20140118
745205,cyanocobalamin + ferrous fumarate + pyridoxine + thiamine (VTM),20140304
1018600,cyanocobalamin + folic acid + niacinamide + pantothenic acid + pyridoxine hydrochloride + riboflavin + thiamine mononitrate (VTM),20171116
782506,cyanocobalamin + folic acid + nicotinamide + pyridoxine + riboflavin + thiamine (VTM),20140504
909683,cyanocobalamin + iron + liver extract + pyridoxine + thiamine (VTM),20150228
1018518,cyanocobalamin + nicotinamide + pyridoxine hydrochloride + riboflavin + thiamine mononitrate (VTM),20171116
947297,cyanocobalamin + pyridoxine + riboflavin + thiamine (VTM),20150614
760586,cyanocobalamin + pyridoxine + thiamine (VTM),20141012
975909,cyanocobalamin + pyridoxine + thiamine disulfide (VTM),20160306
967514,cyanocobalamin + pyridoxine hydrochloride + thiamine (VTM),20160104
975712,cyanocobalamin + pyridoxine hydrochloride + thiamine disulfide (VTM),20160305
993091,cyanocobalamin + pyridoxine hydrochloride + thiamine hydrochloride (VTM),20161003
955336,cyanocobalamin + pyridoxine hydrochloride + thiamine mononitrate (VTM),20150805
1161539,cyanthillium cinereum extract (VTM),20200920
781457,cyclopentolate hydrochloride (VTM),20140420
1222805,cyclopentolate hydrochloride + phenylephrine hydrochloride + tetracaine hydrochloride + tropicamide (VTM),20220203
220966,cyclophosphamide (VTM),20130627
220978,cycloserine (VTM),20130627
248586,cyproheptadine (VTM),20130805
695009,cyproheptadine + lysine (VTM),20140118
245266,cyproheptadine + metandienone (VTM),20130805
642925,cyproterone (VTM),20131005
679835,cyproterone + estradiol (VTM),20140104
680151,cyproterone + ethinylestradiol (VTM),20140104
861943,cyproterone acetate (VTM),20141102
766514,cyproterone acetate + ethinylestradiol (VTM),20140407
221001,cytarabine (VTM),20130627
1297061,cytisinicline (VTM),20240501
832466,cytomegalovirus immunoglobulin (VTM),20140803
648424,dabigatran etexilate (VTM),20131005
1019260,dabrafenib (VTM),20171116
221017,dacarbazine (VTM),20130627
959878,daclatasvir (VTM),20150922
221029,daclizumab (VTM),20130627
1201606,dacomitinib (VTM),20210901
221038,dactinomycin (VTM),20131103
994787,d-alpha tocopherol (VTM),20161003
1051606,d-alpha tocopherol + ergocalciferol + phytomenadione + retinol (VTM),20190203
1174244,d-alpha tocopherol + jojoba oil + mineral oil + olive oil (VTM),20210211
1051610,d-alpha tocopherol + phytomenadione + retinol + ergocalciferol (VTM),20190203
1143051,d-alpha tocopheryl acetate (VTM),20200415
1156558,d-alpha tocopheryl acetate + macrogol 40 + sorbitol (VTM),20200801
772291,d-alpha tocopheryl acetate + tocopherol (VTM),20140407
221040,dalteparin sodium (VTM),20130627
245330,danazol (VTM),20130805
717554,dantrolene (VTM),20190805
994046,dantrolene sodium (VTM),20160904
851807,dapagliflozin (VTM),20141004
991073,dapagliflozin + metformin hydrochloride (VTM),20160713
788828,dapoxetine (VTM),20140504
317301,dapsone (VTM),20130805
358456,dapsone + rifampicin (VTM),20130805
720436,daptomycin (VTM),20140118
1017236,daratumumab (VTM),20171103
666282,darbepoetin alfa (VTM),20131116
684660,darifenacin (VTM),20140104
1310384,darolutamide (VTM),20241005
648668,darunavir (VTM),20131005
1288213,darunavir + ritonavir (VTM),20231118
221055,dasatinib (VTM),20130627
221064,decitabine (VTM),20130627
323882,deferasirox (VTM),20130805
326793,deferiprone (VTM),20130805
720502,degarelix (VTM),20140118
1317086,delamanid (VTM),20241215
1124014,delta-9-tetrahydrocannabinol-cannabis extract (VTM),20190829
831720,demeclocycline calcium + triamcinolone acetonide (VTM),20140803
1009088,"dengue tetravalent vaccine, live attenuated (VTM)",20170602
1283215,"dengue virus serotype 1, live attenuated + dengue virus serotype 2, live attenuated + dengue virus serotype 3, live attenuated + dengue virus serotype 4, live attenuated (VTM)",20230915
739648,denosumab (VTM),20140214
792281,deproteinised dialysate of calf blood (VTM),20140519
646021,dequalinium chloride (VTM),20131005
869972,dequalinium chloride + tyrothricin (VTM),20141129
1295960,dermatophagoides farinae allergen extract (VTM),20240412
1296478,dermatophagoides pteronyssinus allergen extract (VTM),20240412
1012852,desferrioxamine (VTM),20170819
1023055,desferrioxamine mesilate (VTM),20180115
692421,desflurane (VTM),20140104
231553,desloratadine (VTM),20130805
231645,desloratadine + pseudoephedrine hydrochloride (VTM),20130805
378263,desmopressin (VTM),20210222
985402,desmopressin acetate (VTM),20160605
277657,desogestrel (VTM),20130805
681788,desogestrel + ethinylestradiol (VTM),20140104
499362,desoximetasone (VTM),20130830
499717,desoximetasone + framycetin sulfate + gramicidin (VTM),20130830
417725,desvenlafaxine (VTM),20130805
221072,Devil's claw root (VTM),20130627
256574,dexamethasone (VTM),20171202
1272056,dexamethasone + diphenhydramine hydrochloride + lidocaine hydrochloride + nystatin (VTM),20230701
691322,dexamethasone + framycetin sulfate + gramicidin (VTM),20140104
524825,dexamethasone + gentamicin (VTM),20130914
910162,dexamethasone + haletazole tartrate + neomycin sulfate + polymyxin b sulfate + tyrothricin (VTM),20150228
1039873,dexamethasone + hydroquinone + vitamin A (VTM),20180926
1285776,dexamethasone + levofloxacin (VTM),20231013
784697,dexamethasone + neomycin (VTM),20140504
760950,dexamethasone + neomycin sulfate (VTM),20140407
692302,dexamethasone + neomycin sulfate + polymyxin b sulfate (VTM),20140104
1294610,dexamethasone + ondansetron (VTM),20240328
803985,dexamethasone + parachlorophenol + thymol (VTM),20140602
523056,dexamethasone + tobramycin (VTM),20130914
1020035,dexamethasone phosphate (VTM),20171202
995941,dexamethasone phosphate + moxifloxacin (VTM),20161106
1137841,dexamethasone phosphate + neomycin (VTM),20200227
842992,dexamethasone sodium phosphate + neomycin sulfate (VTM),20140901
958483,dexamethasone sodium phosphate + tobramycin (VTM),20150910
877327,dexchlorphenamine maleate (VTM),20150105
1220893,dexketoprofen (VTM),20220113
1161853,dexketoprofen + tramadol hydrochloride (VTM),20200920
520058,dexlansoprazole (VTM),20130914
809229,dexmedetomidine (VTM),20140602
523459,dexpanthenol (VTM),20130914
757935,dexpanthenol + sodium chloride (VTM),20140407
761029,dextran 40 + sodium chloride (VTM),20140407
840573,dextran 70 + glycerol + hypromellose (VTM),20141012
692082,dextran 70 + hypromellose (VTM),20141013
955622,dextromethorphan hydrobromide (VTM),20150805
614287,dextromethorphan hydrobromide + diphenhydramine hydrochloride (VTM),20131005
247424,dextromethorphan hydrobromide + diphenhydramine hydrochloride + guaifenesin + pseudoephedrine hydrochloride (VTM),20130805
614614,dextromethorphan hydrobromide + diphenhydramine hydrochloride + pseudoephedrine hydrochloride (VTM),20131005
614124,dextromethorphan hydrobromide + diphenhydramine hydrochloride + sodium citrate (VTM),20131005
626015,dextromethorphan hydrobromide + doxylamine succinate + paracetamol + pseudoephedrine hydrochloride (VTM),20131005
609993,dextromethorphan hydrobromide + glycyrrhiza + ipecacuanha (VTM),20141013
268624,dextromethorphan hydrobromide + guaifenesin (VTM),20130805
967483,dextromethorphan hydrobromide + guaifenesin + phenylephrine hydrochloride (VTM),20160104
306681,dextromethorphan hydrobromide + guaifenesin + pseudoephedrine hydrochloride (VTM),20130805
954480,dextromethorphan hydrobromide + guaifenesin + terpin hydrate (VTM),20150805
967372,dextromethorphan hydrobromide + paracetamol + phenylephrine hydrochloride (VTM),20160104
625823,dextromethorphan hydrobromide + paracetamol + pseudoephedrine hydrochloride (VTM),20131005
962501,dextromethorphan hydrobromide + phenylephrine hydrochloride (VTM),20151115
610139,dextromethorphan hydrobromide + pseudoephedrine hydrochloride (VTM),20131005
640251,dextromethorphan hydrobromide + pseudoephedrine hydrochloride + triprolidine hydrochloride (VTM),20131005
610211,dextromethorphan hydrobromide + sodium citrate (VTM),20131005
455063,dextromethorphan hydrobromide + terpin hydrate (VTM),20130805
302394,dextropropoxyphene + paracetamol (VTM),20130805
528522,dextrose (VTM),20130914
805330,dextrose + dobutamine (VTM),20140602
963986,dextrose + dopamine hydrochloride (VTM),20151206
677918,dextrose + glycerol + sodium chloride (VTM),20140104
571947,dextrose + glyceryl trinitrate (VTM),20131005
566565,dextrose + lidocaine (VTM),20131005
910535,dextrose + nicotinamide + pyridoxine + riboflavin + thiamine (VTM),20150228
1294411,dextrose + norepinephrine (VTM),20240328
674281,dextrose + potassium chloride (VTM),20140104
779535,dextrose + potassium chloride + sodium chloride + sodium citrate (VTM),20230604
857574,dextrose + potassium chloride + sodium chloride + sodium citrate dihydrate (VTM),20141019
825026,dextrose + potassium chloride + sodium chloride + trisodium citrate dihydrate (VTM),20140721
521749,dextrose + sodium chloride (VTM),20130914
521059,dextrose monohydrate (VTM),20130914
746039,diacerein (VTM),20140304
255976,diazepam (VTM),20130805
560589,diazepam + lidocaine (VTM),20131005
693588,diazoxide (VTM),20140118
